	timestamp	length	highest_layer	host_ip	dest_ip	host_port	dest_port
376	1521397350.580133	324	DNS	10.0.2.15	162.212.156.148	43917	53
377	1521397350.593771	329	DNS	162.212.156.148	10.0.2.15	53	43917
378	1521397350.593833	324	DNS	10.0.2.15	162.212.156.148	43917	53
379	1521397350.609228	329	DNS	162.212.156.148	10.0.2.15	53	43917
380	1521397350.609291	225	DNS	10.0.2.15	162.212.156.148	43917	53
381	1521397350.625237	293	DNS	162.212.156.148	10.0.2.15	53	43917
382	1521397350.625458	324	DNS	10.0.2.15	162.212.156.148	43917	53
383	1521397350.641874	329	DNS	162.212.156.148	10.0.2.15	53	43917
384	1521397350.641931	324	DNS	10.0.2.15	162.212.156.148	43917	53
385	1521397350.657018	329	DNS	162.212.156.148	10.0.2.15	53	43917
386	1521397350.657083	324	DNS	10.0.2.15	162.212.156.148	43917	53
387	1521397350.671402	329	DNS	162.212.156.148	10.0.2.15	53	43917
388	1521397350.671461	324	DNS	10.0.2.15	162.212.156.148	43917	53
389	1521397350.698305	329	DNS	162.212.156.148	10.0.2.15	53	43917
390	1521397350.698374	324	DNS	10.0.2.15	162.212.156.148	43917	53
391	1521397350.713024	329	DNS	162.212.156.148	10.0.2.15	53	43917
392	1521397350.713083	225	DNS	10.0.2.15	162.212.156.148	43917	53
393	1521397350.730566	292	DNS	162.212.156.148	10.0.2.15	53	43917
394	1521397350.730835	324	DNS	10.0.2.15	162.212.156.148	43917	53
395	1521397350.747001	329	DNS	162.212.156.148	10.0.2.15	53	43917
396	1521397350.747061	324	DNS	10.0.2.15	162.212.156.148	43917	53
397	1521397350.760954	329	DNS	162.212.156.148	10.0.2.15	53	43917
398	1521397350.761014	324	DNS	10.0.2.15	162.212.156.148	43917	53
399	1521397350.774947	329	DNS	162.212.156.148	10.0.2.15	53	43917
400	1521397350.775005	324	DNS	10.0.2.15	162.212.156.148	43917	53
401	1521397350.789379	329	DNS	162.212.156.148	10.0.2.15	53	43917
402	1521397350.789442	324	DNS	10.0.2.15	162.212.156.148	43917	53
403	1521397350.809861	329	DNS	162.212.156.148	10.0.2.15	53	43917
404	1521397350.809921	225	DNS	10.0.2.15	162.212.156.148	43917	53
405	1521397350.824976	292	DNS	162.212.156.148	10.0.2.15	53	43917
406	1521397350.825198	324	DNS	10.0.2.15	162.212.156.148	43917	53
407	1521397350.839886	329	DNS	162.212.156.148	10.0.2.15	53	43917
408	1521397350.839971	324	DNS	10.0.2.15	162.212.156.148	43917	53
409	1521397350.855655	329	DNS	162.212.156.148	10.0.2.15	53	43917
410	1521397350.855724	324	DNS	10.0.2.15	162.212.156.148	43917	53
411	1521397350.878845	329	DNS	162.212.156.148	10.0.2.15	53	43917
412	1521397350.878936	324	DNS	10.0.2.15	162.212.156.148	43917	53
413	1521397350.896727	329	DNS	162.212.156.148	10.0.2.15	53	43917
414	1521397350.896786	324	DNS	10.0.2.15	162.212.156.148	43917	53
415	1521397350.911858	329	DNS	162.212.156.148	10.0.2.15	53	43917
416	1521397350.911943	225	DNS	10.0.2.15	162.212.156.148	43917	53
417	1521397350.926868	292	DNS	162.212.156.148	10.0.2.15	53	43917
418	1521397350.927082	324	DNS	10.0.2.15	162.212.156.148	43917	53
419	1521397350.941999	329	DNS	162.212.156.148	10.0.2.15	53	43917
420	1521397350.942117	324	DNS	10.0.2.15	162.212.156.148	43917	53
421	1521397350.955843	329	DNS	162.212.156.148	10.0.2.15	53	43917
422	1521397350.95592	324	DNS	10.0.2.15	162.212.156.148	43917	53
423	1521397350.969774	329	DNS	162.212.156.148	10.0.2.15	53	43917
424	1521397350.969827	324	DNS	10.0.2.15	162.212.156.148	43917	53
425	1521397350.983958	329	DNS	162.212.156.148	10.0.2.15	53	43917
426	1521397350.984051	324	DNS	10.0.2.15	162.212.156.148	43917	53
427	1521397350.998118	329	DNS	162.212.156.148	10.0.2.15	53	43917
428	1521397350.998182	225	DNS	10.0.2.15	162.212.156.148	43917	53
429	1521397351.012983	292	DNS	162.212.156.148	10.0.2.15	53	43917
430	1521397351.013454	324	DNS	10.0.2.15	162.212.156.148	43917	53
431	1521397351.032753	329	DNS	162.212.156.148	10.0.2.15	53	43917
432	1521397351.032819	324	DNS	10.0.2.15	162.212.156.148	43917	53
433	1521397351.056445	329	DNS	162.212.156.148	10.0.2.15	53	43917
434	1521397351.056628	324	DNS	10.0.2.15	162.212.156.148	43917	53
435	1521397351.080774	329	DNS	162.212.156.148	10.0.2.15	53	43917
436	1521397351.080848	324	DNS	10.0.2.15	162.212.156.148	43917	53
437	1521397351.094695	329	DNS	162.212.156.148	10.0.2.15	53	43917
438	1521397351.094823	324	DNS	10.0.2.15	162.212.156.148	43917	53
439	1521397351.108818	329	DNS	162.212.156.148	10.0.2.15	53	43917
440	1521397351.108874	225	DNS	10.0.2.15	162.212.156.148	43917	53
441	1521397351.126421	292	DNS	162.212.156.148	10.0.2.15	53	43917
442	1521397351.126625	324	DNS	10.0.2.15	162.212.156.148	43917	53
443	1521397351.140557	329	DNS	162.212.156.148	10.0.2.15	53	43917
444	1521397351.140632	324	DNS	10.0.2.15	162.212.156.148	43917	53
445	1521397351.155575	329	DNS	162.212.156.148	10.0.2.15	53	43917
446	1521397351.155701	324	DNS	10.0.2.15	162.212.156.148	43917	53
447	1521397351.170709	329	DNS	162.212.156.148	10.0.2.15	53	43917
448	1521397351.170774	324	DNS	10.0.2.15	162.212.156.148	43917	53
449	1521397351.184327	329	DNS	162.212.156.148	10.0.2.15	53	43917
450	1521397351.184388	324	DNS	10.0.2.15	162.212.156.148	43917	53
451	1521397351.199346	329	DNS	162.212.156.148	10.0.2.15	53	43917
452	1521397351.199406	225	DNS	10.0.2.15	162.212.156.148	43917	53
453	1521397351.213828	292	DNS	162.212.156.148	10.0.2.15	53	43917
454	1521397351.214044	324	DNS	10.0.2.15	162.212.156.148	43917	53
455	1521397351.227891	329	DNS	162.212.156.148	10.0.2.15	53	43917
456	1521397351.228006	324	DNS	10.0.2.15	162.212.156.148	43917	53
457	1521397351.244318	329	DNS	162.212.156.148	10.0.2.15	53	43917
458	1521397351.24438	324	DNS	10.0.2.15	162.212.156.148	43917	53
459	1521397351.257995	329	DNS	162.212.156.148	10.0.2.15	53	43917
460	1521397351.258054	324	DNS	10.0.2.15	162.212.156.148	43917	53
461	1521397351.273425	329	DNS	162.212.156.148	10.0.2.15	53	43917
462	1521397351.273491	324	DNS	10.0.2.15	162.212.156.148	43917	53
463	1521397351.29298	329	DNS	162.212.156.148	10.0.2.15	53	43917
464	1521397351.293075	225	DNS	10.0.2.15	162.212.156.148	43917	53
465	1521397351.308347	292	DNS	162.212.156.148	10.0.2.15	53	43917
466	1521397351.308723	324	DNS	10.0.2.15	162.212.156.148	43917	53
467	1521397351.321897	329	DNS	162.212.156.148	10.0.2.15	53	43917
468	1521397351.321962	324	DNS	10.0.2.15	162.212.156.148	43917	53
469	1521397351.336697	329	DNS	162.212.156.148	10.0.2.15	53	43917
470	1521397351.336765	324	DNS	10.0.2.15	162.212.156.148	43917	53
471	1521397351.35075	329	DNS	162.212.156.148	10.0.2.15	53	43917
472	1521397351.350812	324	DNS	10.0.2.15	162.212.156.148	43917	53
473	1521397351.366735	329	DNS	162.212.156.148	10.0.2.15	53	43917
474	1521397351.366864	324	DNS	10.0.2.15	162.212.156.148	43917	53
475	1521397351.381279	329	DNS	162.212.156.148	10.0.2.15	53	43917
476	1521397351.381342	225	DNS	10.0.2.15	162.212.156.148	43917	53
477	1521397351.395655	292	DNS	162.212.156.148	10.0.2.15	53	43917
478	1521397351.395872	324	DNS	10.0.2.15	162.212.156.148	43917	53
479	1521397351.410237	329	DNS	162.212.156.148	10.0.2.15	53	43917
480	1521397351.410294	324	DNS	10.0.2.15	162.212.156.148	43917	53
481	1521397351.424459	329	DNS	162.212.156.148	10.0.2.15	53	43917
482	1521397351.424559	324	DNS	10.0.2.15	162.212.156.148	43917	53
483	1521397351.439138	329	DNS	162.212.156.148	10.0.2.15	53	43917
484	1521397351.4392	324	DNS	10.0.2.15	162.212.156.148	43917	53
485	1521397351.4526	329	DNS	162.212.156.148	10.0.2.15	53	43917
486	1521397351.452661	324	DNS	10.0.2.15	162.212.156.148	43917	53
487	1521397351.465912	329	DNS	162.212.156.148	10.0.2.15	53	43917
488	1521397351.465977	225	DNS	10.0.2.15	162.212.156.148	43917	53
489	1521397351.481105	293	DNS	162.212.156.148	10.0.2.15	53	43917
490	1521397351.481365	324	DNS	10.0.2.15	162.212.156.148	43917	53
491	1521397351.49457	329	DNS	162.212.156.148	10.0.2.15	53	43917
492	1521397351.494626	324	DNS	10.0.2.15	162.212.156.148	43917	53
493	1521397351.508289	329	DNS	162.212.156.148	10.0.2.15	53	43917
494	1521397351.508347	324	DNS	10.0.2.15	162.212.156.148	43917	53
495	1521397351.522806	329	DNS	162.212.156.148	10.0.2.15	53	43917
496	1521397351.522877	324	DNS	10.0.2.15	162.212.156.148	43917	53
497	1521397351.535903	329	DNS	162.212.156.148	10.0.2.15	53	43917
498	1521397351.535989	324	DNS	10.0.2.15	162.212.156.148	43917	53
499	1521397351.54932	329	DNS	162.212.156.148	10.0.2.15	53	43917
500	1521397351.549382	225	DNS	10.0.2.15	162.212.156.148	43917	53
501	1521397351.56483	292	DNS	162.212.156.148	10.0.2.15	53	43917
502	1521397351.565168	324	DNS	10.0.2.15	162.212.156.148	43917	53
503	1521397351.579862	329	DNS	162.212.156.148	10.0.2.15	53	43917
504	1521397351.579953	324	DNS	10.0.2.15	162.212.156.148	43917	53
505	1521397351.594759	329	DNS	162.212.156.148	10.0.2.15	53	43917
506	1521397351.594824	324	DNS	10.0.2.15	162.212.156.148	43917	53
507	1521397351.608829	329	DNS	162.212.156.148	10.0.2.15	53	43917
508	1521397351.608886	324	DNS	10.0.2.15	162.212.156.148	43917	53
509	1521397351.622288	329	DNS	162.212.156.148	10.0.2.15	53	43917
510	1521397351.622373	324	DNS	10.0.2.15	162.212.156.148	43917	53
511	1521397351.636532	329	DNS	162.212.156.148	10.0.2.15	53	43917
512	1521397351.636595	225	DNS	10.0.2.15	162.212.156.148	43917	53
513	1521397351.651459	292	DNS	162.212.156.148	10.0.2.15	53	43917
514	1521397351.651708	324	DNS	10.0.2.15	162.212.156.148	43917	53
515	1521397351.681437	329	DNS	162.212.156.148	10.0.2.15	53	43917
516	1521397351.681574	324	DNS	10.0.2.15	162.212.156.148	43917	53
517	1521397351.708422	329	DNS	162.212.156.148	10.0.2.15	53	43917
518	1521397351.708502	324	DNS	10.0.2.15	162.212.156.148	43917	53
519	1521397351.721903	329	DNS	162.212.156.148	10.0.2.15	53	43917
520	1521397351.72197	324	DNS	10.0.2.15	162.212.156.148	43917	53
521	1521397351.737587	329	DNS	162.212.156.148	10.0.2.15	53	43917
522	1521397351.737651	324	DNS	10.0.2.15	162.212.156.148	43917	53
523	1521397351.752584	329	DNS	162.212.156.148	10.0.2.15	53	43917
524	1521397351.752673	225	DNS	10.0.2.15	162.212.156.148	43917	53
525	1521397351.768285	293	DNS	162.212.156.148	10.0.2.15	53	43917
526	1521397351.768561	324	DNS	10.0.2.15	162.212.156.148	43917	53
527	1521397351.783357	329	DNS	162.212.156.148	10.0.2.15	53	43917
528	1521397351.783469	324	DNS	10.0.2.15	162.212.156.148	43917	53
529	1521397351.797432	329	DNS	162.212.156.148	10.0.2.15	53	43917
530	1521397351.797527	324	DNS	10.0.2.15	162.212.156.148	43917	53
531	1521397351.811721	329	DNS	162.212.156.148	10.0.2.15	53	43917
532	1521397351.811788	324	DNS	10.0.2.15	162.212.156.148	43917	53
533	1521397351.826597	329	DNS	162.212.156.148	10.0.2.15	53	43917
534	1521397351.826683	324	DNS	10.0.2.15	162.212.156.148	43917	53
535	1521397351.840798	329	DNS	162.212.156.148	10.0.2.15	53	43917
536	1521397351.840858	225	DNS	10.0.2.15	162.212.156.148	43917	53
537	1521397351.866776	292	DNS	162.212.156.148	10.0.2.15	53	43917
538	1521397351.867034	324	DNS	10.0.2.15	162.212.156.148	43917	53
539	1521397351.882109	329	DNS	162.212.156.148	10.0.2.15	53	43917
540	1521397351.882178	324	DNS	10.0.2.15	162.212.156.148	43917	53
541	1521397351.895834	329	DNS	162.212.156.148	10.0.2.15	53	43917
542	1521397351.895903	324	DNS	10.0.2.15	162.212.156.148	43917	53
543	1521397351.909358	329	DNS	162.212.156.148	10.0.2.15	53	43917
544	1521397351.909425	324	DNS	10.0.2.15	162.212.156.148	43917	53
545	1521397351.924882	329	DNS	162.212.156.148	10.0.2.15	53	43917
546	1521397351.924944	324	DNS	10.0.2.15	162.212.156.148	43917	53
547	1521397351.938375	329	DNS	162.212.156.148	10.0.2.15	53	43917
548	1521397351.938432	225	DNS	10.0.2.15	162.212.156.148	43917	53
549	1521397351.95432	292	DNS	162.212.156.148	10.0.2.15	53	43917
550	1521397351.954676	324	DNS	10.0.2.15	162.212.156.148	43917	53
551	1521397351.969297	329	DNS	162.212.156.148	10.0.2.15	53	43917
552	1521397351.969384	324	DNS	10.0.2.15	162.212.156.148	43917	53
553	1521397351.983572	329	DNS	162.212.156.148	10.0.2.15	53	43917
554	1521397351.983646	324	DNS	10.0.2.15	162.212.156.148	43917	53
555	1521397352.008451	329	DNS	162.212.156.148	10.0.2.15	53	43917
556	1521397352.008511	324	DNS	10.0.2.15	162.212.156.148	43917	53
557	1521397352.032513	329	DNS	162.212.156.148	10.0.2.15	53	43917
558	1521397352.032575	324	DNS	10.0.2.15	162.212.156.148	43917	53
559	1521397352.046647	329	DNS	162.212.156.148	10.0.2.15	53	43917
560	1521397352.046714	225	DNS	10.0.2.15	162.212.156.148	43917	53
561	1521397352.069095	292	DNS	162.212.156.148	10.0.2.15	53	43917
562	1521397352.069323	324	DNS	10.0.2.15	162.212.156.148	43917	53
563	1521397352.083025	329	DNS	162.212.156.148	10.0.2.15	53	43917
564	1521397352.08309	324	DNS	10.0.2.15	162.212.156.148	43917	53
565	1521397352.097174	329	DNS	162.212.156.148	10.0.2.15	53	43917
566	1521397352.097238	324	DNS	10.0.2.15	162.212.156.148	43917	53
567	1521397352.110659	329	DNS	162.212.156.148	10.0.2.15	53	43917
568	1521397352.110719	324	DNS	10.0.2.15	162.212.156.148	43917	53
569	1521397352.125128	329	DNS	162.212.156.148	10.0.2.15	53	43917
570	1521397352.12519	324	DNS	10.0.2.15	162.212.156.148	43917	53
571	1521397352.139498	329	DNS	162.212.156.148	10.0.2.15	53	43917
572	1521397352.139557	225	DNS	10.0.2.15	162.212.156.148	43917	53
573	1521397352.153939	292	DNS	162.212.156.148	10.0.2.15	53	43917
574	1521397352.154148	324	DNS	10.0.2.15	162.212.156.148	43917	53
575	1521397352.168311	329	DNS	162.212.156.148	10.0.2.15	53	43917
576	1521397352.168374	324	DNS	10.0.2.15	162.212.156.148	43917	53
577	1521397352.189609	329	DNS	162.212.156.148	10.0.2.15	53	43917
578	1521397352.189676	324	DNS	10.0.2.15	162.212.156.148	43917	53
579	1521397352.215787	329	DNS	162.212.156.148	10.0.2.15	53	43917
580	1521397352.215891	324	DNS	10.0.2.15	162.212.156.148	43917	53
581	1521397352.229854	329	DNS	162.212.156.148	10.0.2.15	53	43917
582	1521397352.229923	324	DNS	10.0.2.15	162.212.156.148	43917	53
583	1521397352.270732	329	DNS	162.212.156.148	10.0.2.15	53	43917
584	1521397352.270795	225	DNS	10.0.2.15	162.212.156.148	43917	53
585	1521397352.288059	292	DNS	162.212.156.148	10.0.2.15	53	43917
586	1521397352.288295	324	DNS	10.0.2.15	162.212.156.148	43917	53
587	1521397352.302337	329	DNS	162.212.156.148	10.0.2.15	53	43917
588	1521397352.302406	324	DNS	10.0.2.15	162.212.156.148	43917	53
589	1521397352.317889	329	DNS	162.212.156.148	10.0.2.15	53	43917
590	1521397352.318036	324	DNS	10.0.2.15	162.212.156.148	43917	53
591	1521397352.350033	329	DNS	162.212.156.148	10.0.2.15	53	43917
592	1521397352.3501	324	DNS	10.0.2.15	162.212.156.148	43917	53
593	1521397352.363596	329	DNS	162.212.156.148	10.0.2.15	53	43917
594	1521397352.363725	324	DNS	10.0.2.15	162.212.156.148	43917	53
595	1521397352.383015	329	DNS	162.212.156.148	10.0.2.15	53	43917
596	1521397352.383077	225	DNS	10.0.2.15	162.212.156.148	43917	53
597	1521397352.397517	292	DNS	162.212.156.148	10.0.2.15	53	43917
598	1521397352.39778	324	DNS	10.0.2.15	162.212.156.148	43917	53
599	1521397352.412079	329	DNS	162.212.156.148	10.0.2.15	53	43917
600	1521397352.412152	324	DNS	10.0.2.15	162.212.156.148	43917	53
601	1521397352.427345	329	DNS	162.212.156.148	10.0.2.15	53	43917
602	1521397352.427428	324	DNS	10.0.2.15	162.212.156.148	43917	53
603	1521397352.44146	329	DNS	162.212.156.148	10.0.2.15	53	43917
604	1521397352.441544	324	DNS	10.0.2.15	162.212.156.148	43917	53
605	1521397352.457136	329	DNS	162.212.156.148	10.0.2.15	53	43917
606	1521397352.457195	324	DNS	10.0.2.15	162.212.156.148	43917	53
607	1521397352.47121	329	DNS	162.212.156.148	10.0.2.15	53	43917
608	1521397352.471296	225	DNS	10.0.2.15	162.212.156.148	43917	53
609	1521397352.493308	292	DNS	162.212.156.148	10.0.2.15	53	43917
610	1521397352.493705	324	DNS	10.0.2.15	162.212.156.148	43917	53
611	1521397352.507211	329	DNS	162.212.156.148	10.0.2.15	53	43917
612	1521397352.507277	324	DNS	10.0.2.15	162.212.156.148	43917	53
613	1521397352.522536	329	DNS	162.212.156.148	10.0.2.15	53	43917
614	1521397352.522614	324	DNS	10.0.2.15	162.212.156.148	43917	53
615	1521397352.536425	329	DNS	162.212.156.148	10.0.2.15	53	43917
616	1521397352.536482	324	DNS	10.0.2.15	162.212.156.148	43917	53
617	1521397352.550676	329	DNS	162.212.156.148	10.0.2.15	53	43917
618	1521397352.550739	324	DNS	10.0.2.15	162.212.156.148	43917	53
619	1521397352.563734	329	DNS	162.212.156.148	10.0.2.15	53	43917
620	1521397352.563796	225	DNS	10.0.2.15	162.212.156.148	43917	53
621	1521397352.577731	292	DNS	162.212.156.148	10.0.2.15	53	43917
622	1521397352.577934	324	DNS	10.0.2.15	162.212.156.148	43917	53
623	1521397352.593476	329	DNS	162.212.156.148	10.0.2.15	53	43917
624	1521397352.593538	324	DNS	10.0.2.15	162.212.156.148	43917	53
625	1521397352.607713	329	DNS	162.212.156.148	10.0.2.15	53	43917
626	1521397352.607774	324	DNS	10.0.2.15	162.212.156.148	43917	53
627	1521397352.620963	329	DNS	162.212.156.148	10.0.2.15	53	43917
628	1521397352.621021	324	DNS	10.0.2.15	162.212.156.148	43917	53
629	1521397352.640789	329	DNS	162.212.156.148	10.0.2.15	53	43917
630	1521397352.640855	324	DNS	10.0.2.15	162.212.156.148	43917	53
631	1521397352.656519	329	DNS	162.212.156.148	10.0.2.15	53	43917
632	1521397352.656596	225	DNS	10.0.2.15	162.212.156.148	43917	53
633	1521397352.670763	292	DNS	162.212.156.148	10.0.2.15	53	43917
634	1521397352.670962	324	DNS	10.0.2.15	162.212.156.148	43917	53
635	1521397352.689841	329	DNS	162.212.156.148	10.0.2.15	53	43917
636	1521397352.689903	324	DNS	10.0.2.15	162.212.156.148	43917	53
637	1521397352.704109	329	DNS	162.212.156.148	10.0.2.15	53	43917
638	1521397352.704174	324	DNS	10.0.2.15	162.212.156.148	43917	53
639	1521397352.717444	329	DNS	162.212.156.148	10.0.2.15	53	43917
640	1521397352.717503	324	DNS	10.0.2.15	162.212.156.148	43917	53
641	1521397352.731688	329	DNS	162.212.156.148	10.0.2.15	53	43917
642	1521397352.731748	324	DNS	10.0.2.15	162.212.156.148	43917	53
643	1521397352.745883	329	DNS	162.212.156.148	10.0.2.15	53	43917
644	1521397352.745944	225	DNS	10.0.2.15	162.212.156.148	43917	53
645	1521397352.760297	292	DNS	162.212.156.148	10.0.2.15	53	43917
646	1521397352.760508	324	DNS	10.0.2.15	162.212.156.148	43917	53
647	1521397352.774471	329	DNS	162.212.156.148	10.0.2.15	53	43917
648	1521397352.774537	324	DNS	10.0.2.15	162.212.156.148	43917	53
649	1521397352.788331	329	DNS	162.212.156.148	10.0.2.15	53	43917
650	1521397352.788388	324	DNS	10.0.2.15	162.212.156.148	43917	53
651	1521397352.807867	329	DNS	162.212.156.148	10.0.2.15	53	43917
652	1521397352.807969	324	DNS	10.0.2.15	162.212.156.148	43917	53
653	1521397352.822442	329	DNS	162.212.156.148	10.0.2.15	53	43917
654	1521397352.822518	324	DNS	10.0.2.15	162.212.156.148	43917	53
655	1521397352.836283	329	DNS	162.212.156.148	10.0.2.15	53	43917
656	1521397352.836342	225	DNS	10.0.2.15	162.212.156.148	43917	53
657	1521397352.851395	292	DNS	162.212.156.148	10.0.2.15	53	43917
658	1521397352.851595	324	DNS	10.0.2.15	162.212.156.148	43917	53
659	1521397352.865094	329	DNS	162.212.156.148	10.0.2.15	53	43917
660	1521397352.865162	324	DNS	10.0.2.15	162.212.156.148	43917	53
661	1521397352.88017	329	DNS	162.212.156.148	10.0.2.15	53	43917
662	1521397352.880233	324	DNS	10.0.2.15	162.212.156.148	43917	53
663	1521397352.894777	329	DNS	162.212.156.148	10.0.2.15	53	43917
664	1521397352.894833	324	DNS	10.0.2.15	162.212.156.148	43917	53
665	1521397352.910575	329	DNS	162.212.156.148	10.0.2.15	53	43917
666	1521397352.910635	324	DNS	10.0.2.15	162.212.156.148	43917	53
667	1521397352.924843	329	DNS	162.212.156.148	10.0.2.15	53	43917
668	1521397352.924896	225	DNS	10.0.2.15	162.212.156.148	43917	53
669	1521397352.938566	292	DNS	162.212.156.148	10.0.2.15	53	43917
670	1521397352.938769	324	DNS	10.0.2.15	162.212.156.148	43917	53
671	1521397352.964554	329	DNS	162.212.156.148	10.0.2.15	53	43917
672	1521397352.964696	324	DNS	10.0.2.15	162.212.156.148	43917	53
673	1521397352.987131	329	DNS	162.212.156.148	10.0.2.15	53	43917
674	1521397352.987195	324	DNS	10.0.2.15	162.212.156.148	43917	53
675	1521397353.001372	329	DNS	162.212.156.148	10.0.2.15	53	43917
676	1521397353.001432	324	DNS	10.0.2.15	162.212.156.148	43917	53
677	1521397353.019487	329	DNS	162.212.156.148	10.0.2.15	53	43917
678	1521397353.019546	324	DNS	10.0.2.15	162.212.156.148	43917	53
679	1521397353.037811	329	DNS	162.212.156.148	10.0.2.15	53	43917
680	1521397353.037872	225	DNS	10.0.2.15	162.212.156.148	43917	53
681	1521397353.05689	292	DNS	162.212.156.148	10.0.2.15	53	43917
682	1521397353.057106	324	DNS	10.0.2.15	162.212.156.148	43917	53
683	1521397353.076395	329	DNS	162.212.156.148	10.0.2.15	53	43917
684	1521397353.076467	324	DNS	10.0.2.15	162.212.156.148	43917	53
685	1521397353.090273	329	DNS	162.212.156.148	10.0.2.15	53	43917
686	1521397353.090352	324	DNS	10.0.2.15	162.212.156.148	43917	53
687	1521397353.105117	329	DNS	162.212.156.148	10.0.2.15	53	43917
688	1521397353.105184	324	DNS	10.0.2.15	162.212.156.148	43917	53
689	1521397353.118698	329	DNS	162.212.156.148	10.0.2.15	53	43917
690	1521397353.118753	324	DNS	10.0.2.15	162.212.156.148	43917	53
691	1521397353.133524	329	DNS	162.212.156.148	10.0.2.15	53	43917
692	1521397353.133627	225	DNS	10.0.2.15	162.212.156.148	43917	53
693	1521397353.147448	292	DNS	162.212.156.148	10.0.2.15	53	43917
694	1521397353.147643	324	DNS	10.0.2.15	162.212.156.148	43917	53
695	1521397353.161347	329	DNS	162.212.156.148	10.0.2.15	53	43917
696	1521397353.161409	324	DNS	10.0.2.15	162.212.156.148	43917	53
697	1521397353.175297	329	DNS	162.212.156.148	10.0.2.15	53	43917
698	1521397353.175356	268	DNS	10.0.2.15	162.212.156.148	43917	53
699	1521397353.190063	335	DNS	162.212.156.148	10.0.2.15	53	43917
700	1521397353.190391	324	DNS	10.0.2.15	162.212.156.148	43917	53
701	1521397353.205476	329	DNS	162.212.156.148	10.0.2.15	53	43917
702	1521397353.205591	324	DNS	10.0.2.15	162.212.156.148	43917	53
703	1521397353.220456	329	DNS	162.212.156.148	10.0.2.15	53	43917
704	1521397353.220529	324	DNS	10.0.2.15	162.212.156.148	43917	53
705	1521397353.233847	329	DNS	162.212.156.148	10.0.2.15	53	43917
706	1521397353.233908	324	DNS	10.0.2.15	162.212.156.148	43917	53
707	1521397353.247999	329	DNS	162.212.156.148	10.0.2.15	53	43917
708	1521397353.248082	324	DNS	10.0.2.15	162.212.156.148	43917	53
709	1521397353.261908	329	DNS	162.212.156.148	10.0.2.15	53	43917
710	1521397353.262009	225	DNS	10.0.2.15	162.212.156.148	43917	53
711	1521397353.276528	292	DNS	162.212.156.148	10.0.2.15	53	43917
712	1521397353.276808	324	DNS	10.0.2.15	162.212.156.148	43917	53
713	1521397353.291784	329	DNS	162.212.156.148	10.0.2.15	53	43917
714	1521397353.291849	324	DNS	10.0.2.15	162.212.156.148	43917	53
715	1521397353.307208	329	DNS	162.212.156.148	10.0.2.15	53	43917
716	1521397353.307268	324	DNS	10.0.2.15	162.212.156.148	43917	53
717	1521397353.321086	329	DNS	162.212.156.148	10.0.2.15	53	43917
718	1521397353.321152	324	DNS	10.0.2.15	162.212.156.148	43917	53
719	1521397353.335289	329	DNS	162.212.156.148	10.0.2.15	53	43917
720	1521397353.335664	324	DNS	10.0.2.15	162.212.156.148	43917	53
721	1521397353.348911	329	DNS	162.212.156.148	10.0.2.15	53	43917
722	1521397353.348969	225	DNS	10.0.2.15	162.212.156.148	43917	53
723	1521397353.363584	292	DNS	162.212.156.148	10.0.2.15	53	43917
724	1521397353.363848	324	DNS	10.0.2.15	162.212.156.148	43917	53
725	1521397353.377312	329	DNS	162.212.156.148	10.0.2.15	53	43917
726	1521397353.377383	324	DNS	10.0.2.15	162.212.156.148	43917	53
727	1521397353.392445	329	DNS	162.212.156.148	10.0.2.15	53	43917
728	1521397353.392533	324	DNS	10.0.2.15	162.212.156.148	43917	53
729	1521397353.408227	329	DNS	162.212.156.148	10.0.2.15	53	43917
730	1521397353.408331	324	DNS	10.0.2.15	162.212.156.148	43917	53
731	1521397353.422393	329	DNS	162.212.156.148	10.0.2.15	53	43917
732	1521397353.422507	324	DNS	10.0.2.15	162.212.156.148	43917	53
733	1521397353.437272	329	DNS	162.212.156.148	10.0.2.15	53	43917
734	1521397353.437344	225	DNS	10.0.2.15	162.212.156.148	43917	53
735	1521397353.452088	292	DNS	162.212.156.148	10.0.2.15	53	43917
736	1521397353.452302	324	DNS	10.0.2.15	162.212.156.148	43917	53
737	1521397353.465571	329	DNS	162.212.156.148	10.0.2.15	53	43917
738	1521397353.465629	324	DNS	10.0.2.15	162.212.156.148	43917	53
739	1521397353.479442	329	DNS	162.212.156.148	10.0.2.15	53	43917
740	1521397353.479576	324	DNS	10.0.2.15	162.212.156.148	43917	53
741	1521397353.495573	329	DNS	162.212.156.148	10.0.2.15	53	43917
742	1521397353.495665	324	DNS	10.0.2.15	162.212.156.148	43917	53
743	1521397353.510579	329	DNS	162.212.156.148	10.0.2.15	53	43917
744	1521397353.510653	324	DNS	10.0.2.15	162.212.156.148	43917	53
745	1521397353.524475	329	DNS	162.212.156.148	10.0.2.15	53	43917
746	1521397353.524536	225	DNS	10.0.2.15	162.212.156.148	43917	53
747	1521397353.539098	292	DNS	162.212.156.148	10.0.2.15	53	43917
748	1521397353.539294	324	DNS	10.0.2.15	162.212.156.148	43917	53
749	1521397353.55381	329	DNS	162.212.156.148	10.0.2.15	53	43917
750	1521397353.553934	324	DNS	10.0.2.15	162.212.156.148	43917	53
751	1521397353.56723	329	DNS	162.212.156.148	10.0.2.15	53	43917
752	1521397353.567292	324	DNS	10.0.2.15	162.212.156.148	43917	53
